76.8,-96.27,0.35,-0.2596,2.492,-0.7896,1.683,-0.8619,0.7936,-0.7495,-0.2541,-0.8635,-0.2734,0.5421,4
77.23,-94.81,-0.07918,-0.01603,2.896,-1.101,0.2138,-0.08459,0.5303,-0.4114,0.1209,-0.9235,-0.6421,-0.1035,4
50.28,-101.8,4.521,-0.8726,4.108,-1.108,0.9486,-0.2606,0.5424,-0.1621,-0.7669,-0.01959,0.7779,0.2656,4
75.01,-99.48,-1.666,1.86,5.257,0.4264,1.169,-0.1685,-0.1305,-1.385,-0.6563,-0.1712,0.74,1.159,4
45.62,-111.5,5.534,3.191,3.172,-1.96,0.805,-0.02698,0.7679,0.3878,-0.4598,-0.9845,0.1665,0.4147,4
49.96,-110,4.716,0.7833,2.942,-1.083,0.2829,-0.2146,-0.286,0.5361,0.04173,-0.8379,0.8946,0.2071,4
62.32,-105.1,2.406,0.5405,3.73,-0.5355,1.523,-0.6929,-0.6784,-0.7076,-0.1386,-1.338,0.4793,-0.00591,4
24.92,-128.2,9.478,4.526,5.769,-0.3406,0.3512,0.5587,0.6636,-0.7418,-0.505,-0.7016,0.5583,0.05452,4
39.05,-128.5,7.182,1.391,3.375,0.1222,1.226,-0.1165,0.9851,0.0614,-1.061,-0.228,0.95,0.3145,4
75.4,-105,-0.539,-0.7581,0.2421,-0.5429,-0.09743,-0.09406,-0.1185,-0.6885,-0.6294,-0.1693,0.0117,0.2169,3
50.04,-106.7,-3.321,4.334,4.667,0.07137,1.712,0.9741,0.3653,1.032,0.6127,1.006,-0.7327,0.8737,3
30.04,-128.6,12.21,4.987,0.5356,-1.286,0.3459,-0.3194,0.1186,-0.2874,0.1931,-0.4922,-0.2745,0.7218,3
52.98,-94.65,-1.112,0.3539,1.457,0.5071,1.784,0.9888,0.005233,0.1319,-0.03416,1.037,0.05655,0.09256,3
51.12,-120,1.49,2.14,2.643,1.585,0.1582,0.1144,0.3656,-0.1966,-0.4721,-1.171,-0.126,0.007258,3
63.78,-87.9,0.06577,4.367,1.087,0.1825,-0.5222,0.1459,-0.2672,-0.1635,0.1059,-0.06987,0.503,1.077,3
65.59,-103.8,0.4553,5.188,2.364,0.9573,0.2258,1.672,0.238,-0.1698,-0.4882,-0.7232,-0.8596,0.3724,3
40.24,-95.64,4.498,1.902,0.5681,-2.796,0.8385,0.6303,0.8571,0.2859,-0.5741,-1.015,-0.5793,1.291,3
58.99,-106,-0.2812,2.524,0.5583,-0.2361,0.1442,-0.8362,-0.6832,-1.296,-0.7251,-0.4557,-0.1224,1.086,3
88.31,-97.56,0.3547,7.225,1.177,3.258,0.5529,0.4488,0.3449,0.1561,-0.3309,-0.1841,0.4159,0.854,3
69.79,-92.98,-0.667,0.3598,0.4221,0.6898,1.583,-0.7389,0.5441,-0.8942,-0.1359,0.1346,0.04235,0.418,3
40.28,-121.9,4.352,1.131,4.025,1.08,1.304,1.086,0.4135,0.479,-1.246,-0.5566,-0.1366,0.9585,3
78.2,-95.12,-0.8059,3.503,3.655,-0.2785,0.7931,1.443,-0.1039,-0.4002,-0.2341,0.04073,-0.03072,0.7051,3
86.6,-87.74,-3.945,1.489,0.7971,0.6319,0.3302,0.7102,0.7486,-0.2463,-0.06613,-0.5714,0.1698,0.3708,3
52.88,-113.3,1.699,3.127,2.183,-0.07688,0.876,0.5487,-0.4095,-1.069,-0.196,-0.2278,-0.1426,0.8321,3
62.43,-163.6,-5.467,0.6477,2.31,-0.6165,0.01504,-0.1317,0.9229,-0.6307,-0.9104,-0.9476,-0.5009,0.7692,3
109.6,-120.6,-2.38,1.124,-1.767,-1.55,-0.5289,-1.657,-0.2777,-1.462,-1.094,-0.5949,0.1404,0.7337,3
49.83,-181.8,1.021,-0.1885,1.812,-1.037,1.47,-0.5317,-0.359,-0.4124,-0.1728,0.1817,0.1336,0.4778,3
57.05,-117,7.074,2.801,-1.689,0.4478,0.08211,-0.4847,-0.08374,-0.8923,-0.9779,-1.465,-0.309,-0.01709,3
52.93,-127.6,12.57,3.304,-2.549,-1.894,-0.4856,-0.4271,2.431,0.5497,0.5936,-0.94,-0.6466,0.7904,3
61.06,-106.3,0.6795,2.864,1.157,-0.2925,0.8974,1.007,1.205,-0.3441,-0.3424,-0.8679,-0.6586,0.1144,3
52.02,-107.3,-1.446,3.782,2.887,0.5712,1.922,0.6675,1.213,0.4021,-0.3738,0.2455,0.6417,1.196,3
31.6,-119.5,8.537,-1.523,1.567,-0.05158,1.816,1.375,1.416,0.09757,0.9925,0.04941,0.01041,1.106,3
72.02,-146.7,2.925,-0.8509,1.615,-2.133,1.265,-2.201,1.83,-1.438,-0.9211,-0.5949,-0.37,0.1349,3
57.05,-117,7.074,2.801,-1.689,0.4478,0.08211,-0.4847,-0.08374,-0.8923,-0.9779,-1.465,-0.309,-0.01709,3
46.77,-103.9,5.701,2.692,2.117,0.2426,0.1064,0.8335,-0.3752,0.08767,0.1038,-0.517,-0.1094,0.5231,3
55.87,-107.2,4.212,7.185,1.725,1.187,0.1838,0.9413,-0.003106,1.09,0.7895,0.1467,0.2367,-0.4263,3
39.68,-106.7,5.591,8.968,4.012,1.873,0.9402,0.6785,0.1859,-0.5178,-0.4986,-0.4401,-0.5994,-0.1876,3
55.63,-100.5,-0.4707,10.11,2.866,0.9709,1.293,1.038,0.3527,-0.2678,0.6732,-0.955,-0.72,-0.1902,3
21.7,-110.1,10.12,5.44,4.467,-0.3047,1.154,0.5059,0.1029,0.3707,-0.4296,-0.3609,-0.2684,0.2761,3
50.9,-102.9,4.437,8.229,2.294,1.098,0.9187,0.7278,0.33,-0.4025,0.001724,0.1677,0.3538,0.3187,3
42.11,-123.4,5.988,4.613,-0.1177,1.164,0.7152,0.1786,-0.04101,-0.3636,0.09311,0.153,-0.6632,-0.01589,3
54.79,-125.9,4.812,5.16,-0.9867,0.7007,1.089,-0.2219,0.3983,-0.08054,0.05686,0.2929,0.4665,0.6306,3
64.53,-115.4,3.721,3.258,0.5169,2.014,0.1965,0.7985,0.4431,-0.1254,-0.3651,-0.6902,-0.8682,-0.4482,3
37.06,-115.8,5.346,1.683,4.103,1.076,2.285,0.7382,0.2246,-0.9949,-0.8397,-0.6883,0.4647,0.655,3
35.89,-110.4,0.6575,4.726,3.305,2.093,2.157,1.607,1.461,-0.3181,0.2264,-0.8328,0.4428,1.621,3
26.31,-111.6,2.736,6.151,6.202,2.465,2.871,0.8893,0.9481,0.1225,-0.5882,-0.5935,0.4881,0.7918,3
69.66,-113.1,-1.889,4.409,4.392,2.75,2.255,0.1412,0.26,-0.8402,-0.4028,-0.3591,-0.3334,0.2826,3
79.28,-103.4,0.423,4.426,1.913,-0.9934,0.5003,-0.5296,-0.5014,-0.9342,0.005071,0.7044,0.3696,0.3896,3
26.53,-133.4,8.721,2.928,3.542,1.101,0.5277,0.4507,0.1202,-0.126,-0.6004,-0.3462,0.1698,0.4796,3
58,-111.5,-0.8572,0.5571,0.1789,-0.2101,-0.041,0.4756,-0.1447,-0.4348,0.4733,-0.09224,0.6177,0.2718,3
56.69,-112.1,0.3379,0.103,2.321,-0.04473,-0.04425,0.5465,0.3547,-0.4666,-0.4367,-1.475,-0.1006,-0.3,3
53.76,-134.5,-0.04407,0.7081,1.549,-3.411,-1.135,-1.22,-0.2257,-1.016,0.1264,-0.2521,-0.01799,0.4461,3
65.09,-111.2,-1.408,2.456,0.2968,-1.086,-1.443,-0.6861,0.06777,-0.09392,0.01454,-0.48,-0.7702,0.8402,3
40.86,-131.4,0.9605,0.348,2.513,2.226,1.396,1.484,-0.5063,0.3279,0.9295,0.4202,0.2151,0.4889,3
44.94,-128,-1.756,4.68,1.639,1.101,2.485,0.1978,-0.1469,0.1915,0.2093,0.5486,0.158,0.6265,3
76.66,-104.8,-1.361,1.503,2.318,0.203,-0.2735,1.16,-0.2587,-0.8672,0.03134,-0.1527,-0.38,0.2187,3
60.12,-109.4,-3.155,1.608,1.74,-0.3412,-1.001,0.2801,1.516,-0.08754,-0.03344,-0.6683,-1.013,0.3002,3
53.4,-110.2,0.9618,-0.1847,1.898,0.4288,0.07264,0.9118,0.2478,-0.8196,-0.1058,-0.902,-0.8882,1.226,3
70.9,-109.7,-2.635,2.961,2.912,-0.1731,0.7626,1.167,0.5162,-0.2438,-0.02029,0.2504,0.1728,0.6092,3
37.12,-120.3,4.061,4.636,3.118,1.797,0.158,1.693,1.301,0.3147,0.002876,-0.3527,-0.8502,0.6497,3
77.8,-132.6,-3.37,8.633,2.742,2.189,-0.09044,1.39,0.1743,-0.5638,-0.7252,-1.706,0.6973,0.1169,3
27.72,-123.7,3.864,1.064,2.34,-0.5627,-0.1591,1.1,0.4892,0.5397,0.899,0.501,-0.6508,0.6786,3
80.6,-106.1,-3.276,2.684,3.186,0.9949,1.444,0.6024,0.3174,0.2393,0.0934,-0.03343,0.1541,0.3978,3
42.53,-110.2,3.98,0.002295,1.896,-0.5972,1.66,0.8419,0.38,-0.06199,0.4478,-0.1891,0.2873,0.4442,3
59.35,-110.6,1.35,5.021,0.7845,1.091,0.01692,0.1693,0.2217,-0.4364,-0.7001,-1.209,-0.6722,0.822,3
51.55,-115.8,-2.673,4.089,3.514,0.732,1.208,1.419,0.3847,-0.1648,-0.1031,-0.3114,-0.4136,0.4283,3
51.96,-114.7,2.591,-1.636,2.002,-2.111,-0.1165,-0.5289,-0.6443,-0.6579,-1.627,-1.589,-0.7,-0.4794,3
50.24,-135.2,6.765,-4.973,0.2032,-0.3575,-0.2958,-1.825,-0.006147,0.1297,0.1858,-0.7632,0.3512,0.4805,1
44.9,-144.6,8.768,-4.176,-0.2432,0.1462,-0.7435,-2.636,-0.6621,-0.62,1.016,-1.017,-1.175,-1.112,1
46.06,-128.4,7.307,-3.664,0.2726,-0.111,-0.7301,-2.776,-0.6034,0.07476,0.9377,-0.5413,-0.02191,-0.2477,1
55.74,-144,4.989,-4.236,0.9709,0.3006,-1.098,-2.562,1.176,-0.619,0.5076,-0.149,-0.9057,1.23,1
57.73,-130.2,4.457,-4.646,0.2972,-1.119,-0.5099,-1.362,-1.175,-2.414,-0.5126,-0.6892,-0.9415,-0.5247,1
38.46,-134.2,8.19,-2.386,1.175,-2.87,-0.6337,-1.524,-0.5621,-1.749,-0.3269,-0.6273,0.4766,1.032,1
37.29,-139.2,8.987,-1.495,1.287,-2.799,-0.9276,-1.139,-0.08633,-0.8335,1.08,-0.4043,-0.4711,0.02296,1
37.4,-139.8,8.387,-1.984,1.067,-2.077,-0.1794,-1.115,-0.2419,-1.547,-0.5544,-0.6163,0.6899,0.8708,1
40.3,-139.7,7.09,-2.667,0.7858,-3.214,-0.5641,-0.8009,-0.2257,-1.36,0.7691,-0.5907,0.03792,0.1732,1
28.75,-153.9,11.16,1.134,0.4231,-2.227,0.3791,-1.298,-0.09214,-1.769,-0.1982,-0.9698,-0.382,0.7438,1
44.12,-146.4,6.165,-4.369,-0.3651,-2.815,-1.181,-1.609,0.7425,-0.5606,0.3003,-0.8912,-0.04519,0.6838,1
31.1,-157.6,16.86,-4.26,0.5289,-3.377,-1.854,-1.396,1.365,-0.4331,-0.852,-0.7705,1.105,-0.06211,1
33.76,-153,11.15,-4.644,-0.03856,-3.863,-1.782,-2.273,0.4853,-0.03555,0.9882,-0.7338,0.01133,0.3108,1
41.37,-149,9.236,-3.482,0.8987,-2.668,-0.9935,-0.469,0.8871,-1.324,-0.7506,-1.352,0.7855,0.7091,1
35.02,-145.7,9.865,-4.457,0.005608,-4.424,-2.071,-1.738,-0.3596,-1.399,0.1471,-0.273,-0.1665,-0.4939,1
38.71,-176.7,6.065,-5.28,-1.547,-3.118,0.5654,0.024,-0.3155,-1.231,-0.4431,0.04749,0.6214,0.7938,1
24.37,-182.8,15.1,-0.2528,0.4983,-1.482,0.09679,-0.995,-1.871,-2.545,-0.2901,-0.1649,0.1515,0.2732,1
41.47,-145.2,9.361,-7.136,-1.696,-2.662,-1.143,-1.161,-0.156,-0.1558,0.1357,-0.9326,-0.2781,0.5026,1
36.15,-164.3,13.49,-3.871,0.8038,-2.9,-1.053,-0.001678,1.505,5.035e-05,-0.1036,-0.4178,-0.2298,0.6996,1
29.51,-184.3,10.33,-1.874,0.1558,-1.916,0.6867,-0.8568,-0.871,-2.452,0.09054,0.1485,-0.1517,0.5119,1
35.72,-139.7,12.32,-4.38,1.211,-2.391,-0.8326,-1.213,0.3085,-1.462,0.1507,-0.04966,-0.08535,0.5846,1
40.69,-138.3,9.233,-5.184,-0.7197,-3.891,-1.401,-1.973,-1.242,-2.126,0.2951,-0.2756,0.2402,0.5918,1
31.26,-148.5,15,-0.9562,3.166,-1.716,-0.3908,-0.7687,-0.3806,-2.276,-0.1437,-0.2517,-0.3202,0.473,1
30.43,-170.1,11.06,-1.106,-0.6644,-2.35,-2.647,-2.861,-1.227,-3.285,-1.94,-1.047,0.7805,1.066,1
48.03,-136.7,5.651,-4.456,1.135,-3.907,-1.944,-1.907,-0.8588,-3.15,-0.788,-0.008791,0.2427,0.2217,1
38.79,-135.3,9.803,-4.317,1.487,-3.252,-1.811,-2.086,-1.105,-2.443,-0.6789,-0.8738,-0.9266,-0.3806,1
55.74,-172.9,6.177,-4.918,-0.07038,-1.396,-0.6962,-1.068,1.558,-2.027,-0.8311,0.5492,-1.227,1.027,1
37.14,-156.3,7.144,-5.058,-0.7387,-3.972,-1.901,-2.353,-2.785,-4.235,-1.632,0.4567,1.903,2.088,1
40.34,-159,6.831,-7.017,-0.3737,-4.955,-2.687,-3.259,-2.73,-3.493,-0.8823,-0.7909,-0.3751,0.9545,1
48.03,-104.6,11.37,-9.225,0.8778,-2.034,-0.7617,-1.076,0.2495,-0.9067,-1.292,-0.6857,0.1594,-0.5159,1
26.09,-129,19.37,-4.338,-2.081,-2.025,-3.15,-2.146,-2.068,-1.031,-0.4888,-0.05728,0.3447,0.2376,1
24.29,-171.1,22.77,-2.68,-3.611,-1.871,-2.607,-2.075,-1.481,-1.751,-1.547,-2.252,-2.053,0.1293,1
23.02,-169.8,23.6,-1.758,-2.035,-2.371,-2.655,-1.869,-0.3364,0.3492,0.3616,-0.345,-0.5942,0.07416,1
23.67,-174.1,19.63,0.3647,-2.563,-2.046,-2.152,-1.446,-0.5246,-0.5867,-0.7525,-1.041,-0.5738,0.5078,1
48.69,-124,7.369,-6.815,0.408,-1.903,-0.7445,-2.784,0.09763,-0.8008,0.6314,-0.1265,0.7227,0.4031,1
40.55,-141.6,8.828,-6.334,0.4958,-1.693,-0.7264,-2.734,-0.4976,-1.112,1.229,0.5126,1.537,1.058,1
36.23,-146.7,10.26,-3.57,0.7724,-2.401,-0.02366,-1.271,-0.03211,-0.9602,0.4619,-0.2112,-0.1023,-0.12,1
38.83,-134.1,9.221,-3.651,1.065,-3.005,-0.5148,-1.336,-0.5715,-1.541,0.937,-0.2699,-0.6099,-0.2029,1
32.61,-157.2,9.777,-1.742,2.167,-2.667,0.1253,0.1971,-0.09071,-1.027,0.09123,-1.746,-0.2289,1.256,1
36.32,-141.1,11.13,-7.191,-0.7313,-3.993,-1.775,-2.354,1.016,0.278,0.7248,-1.066,-0.6829,0.3744,1
36.92,-140.3,9.652,-4.149,0.534,-3.186,-0.8772,-1.967,-0.8793,-1.4,0.6167,-0.1841,-0.334,0.2472,1
31.13,-164.8,10.6,-3.279,1.007,-4.154,-0.7997,-1.394,0.09743,-0.73,1.75,-0.2156,-1.002,-0.506,1
36.71,-127.8,9.958,-3.723,0.9368,-2.933,-0.8519,-2.035,-0.1809,-1.217,0.08819,-0.7807,-0.7148,0.9712,1
24.72,-183.7,19.41,-3.94,-1.304,-4.481,-2.086,-1.274,-1.023,-1.577,-1.967,-2.647,-0.3127,0.6168,1
21.1,-199.3,23.01,0.6067,-0.6781,-2.531,-1.143,-1.208,-0.3496,-0.4962,-0.4042,-1.254,-0.7033,0.08553,1
26.63,-175.5,20.45,-4.761,-0.1317,-2.979,-0.7819,-0.8501,-1.642,-2.36,-1.208,-1.261,-0.4509,-0.1682,1
16.15,-205.3,14.05,1.653,1.052,-2.231,-1.06,-0.9825,0.8859,-0.1492,0.4724,0.4256,0.3486,0.832,1
30.99,-158.8,12.24,-4.135,1.755,-2.602,-0.4981,-1.726,-1.484,-1.836,-1.122,-0.7808,0.1089,0.8216,1
44.7,-131.2,7.623,-7.593,-1.663,-4.767,-2.58,-3.612,-1.272,-2.224,-1.198,-0.295,0.7878,0.3791,1
25.97,-145.2,19.27,-6.942,-0.2826,-3.474,-2.314,-2.645,-1.542,-1.291,0.3183,-0.07172,0.256,0.271,1
29.64,-155.5,15.9,-6.323,1.261,-3.146,-1.694,-2.124,-1.075,-1.221,-0.4094,0.3027,0.6373,0.6639,1
46.87,-130.7,8.618,-6.005,0.1248,-2.055,-0.696,-1.901,-0.3263,-0.6903,-0.4634,-1.018,-0.1043,0.5219,1
39.29,-139.5,11.12,-4.379,-0.06257,-2.51,-1.348,-1.783,-0.09676,-0.8405,-0.7316,-0.02782,0.3159,1.025,1
26.09,-159.4,19.28,-4.764,0.5508,-3.331,-2.052,-1.988,-0.91,-0.6505,-0.8623,0.4421,0.425,0.1939,1
36.12,-143,10.14,-5.464,0.7215,-2.743,-1.801,-2.944,-0.7153,-0.631,0.418,0.9881,0.6652,0.7443,1
85.25,-150.3,-12.15,-7.099,0.9933,0.5327,6.311,3.276,-2.525,-3.715,0.5214,3.887,0.7451,-1.3,1
77.74,-148.8,-2.255,-5.984,-2.866,-4.654,-0.9171,-0.8529,1.34,-0.304,-1.084,0.1729,0.1832,0.7506,1
