60.11,-92.72,4.461,-0.1711,0.6177,-0.7634,0.2313,-1.508,0.2112,-1.262,-0.728,-0.3681,-0.2197,1.006,4
62.19,-91.9,3.769,-0.7013,0.6955,-1.644,0.4598,-2.265,0.4575,-1.073,-1.124,-0.747,-0.3782,1.576,4
70.83,-88.01,1.674,-1.749,-0.05013,-1.016,-0.0101,-2.312,-0.5333,-1.572,-1.052,-0.4234,0.0387,0.9981,4
59.11,-98.36,3.901,0.7456,0.3024,-1.291,-0.475,-2.207,-0.8509,-0.8819,-0.6714,-0.9848,0.4951,1.655,4
73.39,-90.48,-0.1635,0.1876,2.483,-1.181,0.2073,-1.947,-0.5657,-1.474,-1.06,-0.7569,-0.2698,0.3577,4
80.73,-90.99,-1.047,0.7215,1.754,-1.607,0.8028,-1.116,0.4971,-1.576,-0.4757,-0.1822,0.09071,0.6969,4
62.87,-92.88,2.249,0.6556,1.84,-0.1717,0.9274,-1.112,0.01811,-0.7792,-0.5711,-0.6104,-0.5069,0.3893,4
68.22,-111.8,1.174,1.39,3.128,0.7708,0.848,-0.3848,0.8429,-0.0366,-0.5633,-0.4677,-0.4305,0.762,4
52.18,-100.2,1.695,1.702,7.195,2.002,1.576,-0.4396,0.05488,-2.285,-0.121,-0.3332,-0.01671,0.06836,4
57.05,-92.14,2.616,3.403,2.251,0.5588,0.2985,-0.1331,0.6476,-0.06749,0.07998,0.1177,-0.288,-0.3947,4
58.76,-117.4,6.019,7.375,0.4594,1.407,-0.3972,-0.2215,-1.003,-0.2331,-0.4738,0.4564,0.5569,0.1271,4
67.75,-102.2,2.315,0.01697,-0.05063,-1.076,0.5871,-2.119,-0.465,-0.9189,-0.3688,-0.5702,0.2845,0.4251,4
59.27,-86.75,1.826,0.9734,3.596,-0.173,0.3464,0.2334,0.2183,-0.04466,0.1045,-1.303,-0.23,-0.2145,4
38.3,-105.2,8.335,-0.4187,2.87,-0.9206,-0.513,0.001157,-0.997,-0.9469,0.3538,0.09753,0.1776,0.296,4
69,-88.64,0.7658,1.853,3.359,0.8029,1,0.4858,0.9074,-0.3954,0.2644,-0.03945,0.1653,0.1052,4
29.15,-112,6.655,1.999,2.404,0.436,2.218,-0.08339,-0.06396,0.5221,-0.6659,-0.7232,-0.2648,-0.02291,4
75.23,-84.34,0.5762,-0.4091,3.071,0.04443,0.8013,1.103,0.1291,-0.2233,-0.6531,-0.5866,0.552,0.3042,4
74.81,-99.05,0.8936,0.4627,3.187,-0.5752,2.153,-0.2878,0.1152,-0.09154,-0.4817,-0.9755,-0.1687,0.3666,4
71.92,-89.43,-1.648,-1.32,1.967,1.101,1.415,-0.1265,-0.412,-0.156,-0.3437,0.8275,0.3265,0.113,4
62.8,-94.66,2.894,-1.749,4.781,1.101,0.1133,0.9089,-0.7373,-1.112,-0.08241,-0.7364,0.2762,0.4617,4
74.06,-100.5,-0.2082,4.013,3.412,0.9359,1.311,0.9522,0.6496,-0.5399,-0.7058,-0.7415,0.5881,0.275,4
75.89,-91.9,-0.4109,-1.576,3.512,1.381,0.3661,-0.3383,0.1045,-0.5343,-0.1366,-0.1775,0.2059,-0.9032,4
70.43,-101.6,2.135,2.58,2.238,-0.07006,0.324,-0.06348,0.01958,-1.088,-0.006744,-0.7609,-0.1285,0.1345,4
73.61,-98.46,-0.8624,-1.214,1.971,1.448,2.132,0.3684,1.42,-1.086,0.3853,-0.6482,0.6135,0.02903,4
35.24,-104.6,10.05,-2.392,0.4286,0.6057,0.2571,-1.303,-1.484,-1.137,0.4784,0.6066,0.9485,0.7322,4
40.4,-109.5,5.63,4.007,6.433,-1.735,0.9874,-1.402,0.9262,-1.924,-0.2581,-0.9419,-0.1549,0.1318,4
60.47,-100.7,3.79,-1.842,1.775,-0.5713,-1.679,0.2885,1.897,0.3425,-0.8852,-0.3408,0.5626,1.043,4
79.9,-98.67,-1.344,2.106,3.036,-0.6588,0.8861,-0.5635,0.4836,-0.02307,0.4875,0.5899,0.2209,0.5363,4
43.61,-96.91,6.363,-0.7551,3.333,0.01163,0.8929,-0.03174,-0.2193,-0.6943,-0.6866,0.262,-0.5514,0.2497,4
46.73,-112.7,8.458,1.362,1.484,-1.16,0.9195,0.9671,-0.693,-0.06273,0.06713,-0.548,-0.3553,0.8836,4
27.27,-115.9,10.65,2.918,-0.1617,-0.01049,0.6388,-1.338,0.312,0.1479,0.08758,-0.3891,-0.4466,0.2912,4
61.86,-101.4,4.648,4.905,-0.4166,0.01096,-0.5662,-0.4524,0.0542,0.01697,-0.3425,-1.103,0.5822,1.114,4
45.32,-123.7,9.956,1.964,2.297,-0.4527,0.3924,-1.816,0.2242,-0.9289,-0.96,-0.881,-0.2092,0.0192,4
95.95,-85.34,-2.18,0.2072,2.594,0.05692,0.1837,-0.354,0.27,-0.04002,-0.1462,-0.2499,-0.2366,0.2075,4
67.72,-115.2,3.022,-1.13,2.268,0.6362,-0.6996,-0.8046,-1.108,-1.027,-0.5869,-0.7908,0.4811,0.6002,4
34.09,-102.4,11.15,-1.059,0.8955,-0.751,0.1408,-0.3255,-0.1167,0.2789,-0.02403,-0.1626,-0.4792,0.3098,4
90.83,-89.32,-0.3731,2.834,1.126,-0.1913,0.5181,-0.1817,-0.2925,-0.3773,-0.9569,-0.4673,0.1769,1.112,4
89.55,-100.1,3.4,0.172,-0.3122,1.025,-0.2066,-0.3523,-1.055,0.1359,0.012,-0.1379,0.5426,0.2662,4
50.63,-114,9.299,0.1917,-0.5367,0.3026,0.1008,-1.137,-1.054,-1.505,-1.212,-0.9324,0.9731,0.5351,4
44.27,-132.5,11.68,3.534,-1.13,1.674,0.5201,-0.4255,-0.637,-0.5632,-0.4295,-1.509,-0.6384,0.744,4
68.88,-102.7,3.764,-1.291,1.109,0.6914,0.2018,-0.3364,-0.1818,-0.2253,0.07237,-0.1155,0.5224,0.1637,4
35.32,-127.7,13.16,5.852,-0.1603,-0.2819,-1.59,-2.177,-2.196,-0.06498,0.7349,0.5102,0.4899,0.6222,4
55.5,-134.1,8.01,5.667,0.5125,1.198,0.4115,-0.1051,-0.8438,-0.8729,-1.384,-1.034,-0.1193,1.273,4
28.57,-148.3,16.12,4.891,1.55,0.02942,0.04574,-0.6432,-0.3955,-0.03011,-0.1878,-0.7304,-0.1811,1.1,4
54.43,-106.1,4.29,0.9241,3.094,0.9112,0.4754,-0.5402,-0.5735,-0.02412,-0.2514,-0.2761,0.2603,0.9432,4
66.03,-100,1.486,0.6337,1.708,0.02871,1.29,0.4048,0.105,-0.6717,0.02019,-0.8641,0.6141,0.0398,4
54.78,-135,4.935,2.504,3.72,-1.692,0.5973,0.04819,-1.15,0.09603,-1.064,-0.2436,-0.04069,0.2353,4
61.31,-108.9,3.835,3.7,1.808,-1.763,1.363,0.4768,-0.3113,-0.3679,-0.2321,-0.8557,0.2013,0.292,4
60.51,-107.6,3.277,3.64,3.061,0.5695,1.047,-0.5665,0.07987,0.03541,-0.4101,-0.07904,-0.7673,0.1645,4
70.4,-125.5,4.098,3.572,2.123,-2.691,-0.4695,-1.202,-0.3796,0.4082,-0.4834,0.000204,-0.7811,0.5996,4
71.16,-123.4,2.398,5.598,3.688,-0.9745,-0.03831,-1.349,-0.8858,-1.205,0.4938,-0.7624,-0.8253,0.4896,4
46.46,-99.8,4.001,1.732,1.588,1.036,0.8166,-0.2209,-0.03699,-0.04677,-0.84,-0.6364,0.3298,0.1309,4
41.78,-101.5,7.256,3.294,1.11,0.6075,0.3157,0.5228,0.3851,0.03942,-0.5061,-0.405,0.5716,-0.2463,4
56.26,-94.89,3.559,2.175,1.749,0.7349,0.4158,0.1069,-0.1848,-0.281,-0.4053,-0.4256,-0.1676,0.09808,4
46.63,-98.15,3.931,3.976,1.452,0.5157,-0.07088,0.1387,0.01829,-0.5577,0.1211,0.1217,0.5073,-0.05336,4
57.05,-108.2,4.034,4.348,1.534,1.294,0.2065,0.4617,0.0008798,-0.5115,-0.9207,-0.2106,0.3263,-0.1803,4
36.4,-107.3,8.637,2.215,1.859,0.4357,0.4676,0.2477,-0.5415,-0.1351,-0.5149,-0.6036,-0.02567,-0.3534,4
54.33,-106.5,3.867,2.877,1.981,0.7699,1.835,0.2729,0.1762,-0.175,-0.14,-0.1557,0.2868,0.214,4
36.68,-108.7,8.368,2.844,1.971,1.832,-0.4401,1.265,-0.04339,-0.5358,-1.024,-0.4215,-0.871,0.1522,4
55.82,-99.93,3.882,1.43,1.274,0.2164,0.3318,0.04271,-0.136,-1.62,-0.4097,-1.336,0.2742,0.5605,4
76.58,-100.7,1.366,1.669,0.4495,-0.02514,-0.1488,-0.5845,-0.3027,-2.253,0.1356,-0.5997,0.3286,0.5748,4
69.64,-108.2,0.1641,0.008834,-0.4083,-0.6371,-0.02462,-0.7154,0.312,-1.986,-0.5639,-0.7105,0.03742,0.9981,4
93.98,-104.6,-1.316,0.8606,0.1337,0.06253,0.3835,-0.3363,-0.3834,-1.644,0.3348,-0.4233,0.5775,0.5261,4
47.47,-106,5.063,3.861,1.504,-0.7136,-0.009624,-0.3226,-0.2726,-0.9207,0.1273,-0.8326,0.2656,-0.1176,4
71.24,-102.3,1.953,1.555,0.8283,0.9219,-0.1325,-0.1812,-0.4635,-1.442,-0.3546,-0.7779,0.3939,0.7492,4
61.87,-118.7,2.233,-0.2191,1.828,-0.75,-0.08979,-1.001,-0.6053,-1.665,-0.1427,-0.6349,0.6837,-0.1862,4
74.8,-117.3,0.9112,1.841,2.26,-1.816,-0.3514,-0.7428,-0.2603,0.06436,-0.6596,0.01835,-0.3568,0.6498,4
65.75,-88.38,2.101,-0.6263,3.013,-0.2164,1.088,0.7,-0.1346,-0.7464,-0.6627,-0.1393,-0.02404,1.374,4
82.71,-107.7,-2.84,-0.662,1.824,-0.9392,-0.3694,-0.00763,-0.6011,-1.263,-0.6849,-0.6428,0.2605,0.9238,4
37.47,-111.4,7.651,-0.2512,1.753,0.5662,1.448,-0.1012,-0.5766,-0.8558,-0.2425,-0.8772,-0.08142,0.5518,4
61.73,-99.42,0.4022,1.506,-1.945,-0.6432,-0.4774,-1.35,-1.736,-0.2933,0.7767,1.217,1.198,1.044,4
